dates,spei01,provenance
1967-04-16,1.5,BOR
1967-05-16,0.4,BOR
1967-06-16,0.3,BOR
1967-07-16,-1.5,BOR
1967-08-16,-0.4,BOR
1967-09-16,-0.5,BOR
1967-10-16,0.1,BOR
1967-11-16,-0.2,BOR
1967-12-16,0.5,BOR
1968-01-16,0.6,BOR
1968-02-15,-0.5,BOR
1968-03-16,-1,BOR
1968-04-16,-0.3,BOR
1968-05-16,0.4,BOR
1968-06-16,0.7,BOR
1968-07-16,1,BOR
1968-08-16,0.8,BOR
1968-09-16,1,BOR
1968-10-16,-0.1,BOR
1968-11-16,-0.1,BOR
1968-12-16,-0.8,BOR
1969-01-16,-1.6,BOR
1969-02-15,0.7,BOR
1969-03-16,0.1,BOR
1969-04-16,-1.3,BOR
1969-05-16,-1.3,BOR
1969-06-16,1.1,BOR
1969-07-16,-1,BOR
1969-08-16,1.3,BOR
1969-09-16,-2.1,BOR
1969-10-16,-1.1,BOR
1969-11-16,-0.1,BOR
1969-12-16,0.3,BOR
1970-01-16,1,BOR
1970-02-15,1.2,BOR
1970-03-16,0.7,BOR
1970-04-16,1,BOR
1970-05-16,0.2,BOR
1970-06-16,0.4,BOR
1970-07-16,2.1,BOR
1970-08-16,1.1,BOR
1970-09-16,-0.2,BOR
1970-10-16,0,BOR
1970-11-16,0.9,BOR
1970-12-16,1.2,BOR
1971-01-16,-1.3,BOR
1971-02-15,0.7,BOR
1971-03-16,0.6,BOR
1971-04-16,-0.5,BOR
1971-05-16,-0.3,BOR
1971-06-16,0,BOR
1971-07-16,-1.2,BOR
1971-08-16,-0.8,BOR
1971-09-16,-0.2,BOR
1971-10-16,-1,BOR
1971-11-16,0.2,BOR
1971-12-16,0.3,BOR
1972-01-16,-0.3,BOR
1972-02-15,-1,BOR
1972-03-16,-1.8,BOR
1972-04-16,2.3,BOR
1972-05-16,1.2,BOR
1972-06-16,1,BOR
1972-07-16,0.7,BOR
1972-08-16,2.1,BOR
1972-09-16,0.5,BOR
1972-10-16,-0.9,BOR
1972-11-16,-0.7,BOR
1972-12-16,-2.2,BOR
1973-01-16,-0.7,BOR
1973-02-15,1.2,BOR
1973-03-16,-1.3,BOR
1973-04-16,0.1,BOR
1973-05-16,-1,BOR
1973-06-16,1.7,BOR
1973-07-16,0.3,BOR
1973-08-16,-2,BOR
1973-09-16,-0.1,BOR
1973-10-16,-0.8,BOR
1973-11-16,-1.1,BOR
1973-12-16,-1.5,BOR
1974-01-16,0.8,BOR
1974-02-15,-0.9,BOR
1974-03-16,-2.6,BOR
1974-04-16,-1.1,BOR
1974-05-16,1.3,BOR
1974-06-16,2.1,BOR
1974-07-16,0.3,BOR
1974-08-16,-0.1,BOR
1974-09-16,0.7,BOR
1974-10-16,2.6,BOR
1974-11-16,-0.6,BOR
1974-12-16,0.8,BOR
1975-01-16,-1.8,BOR
1975-02-15,-1.8,BOR
1975-03-16,1,BOR
1975-04-16,0.7,BOR
1975-05-16,0.7,BOR
1975-06-16,1,BOR
1975-07-16,0.8,BOR
1975-08-16,-0.2,BOR
1975-09-16,-1.3,BOR
1975-10-16,1.3,BOR
1975-11-16,-1.6,BOR
1975-12-16,-0.7,BOR
1976-01-16,2.2,BOR
1976-02-15,-2.4,BOR
1976-03-16,-0.3,BOR
1976-04-16,-1,BOR
1976-05-16,0.9,BOR
1976-06-16,-2,BOR
1976-07-16,-1,BOR
1976-08-16,-0.6,BOR
1976-09-16,1.6,BOR
1976-10-16,0.1,BOR
1976-11-16,0.8,BOR
1976-12-16,0.9,BOR
1977-01-16,1.4,BOR
1977-02-15,2.4,BOR
1977-03-16,1,BOR
1977-04-16,0.7,BOR
1977-05-16,-0.5,BOR
1977-06-16,-1,BOR
1977-07-16,0.1,BOR
1977-08-16,1.2,BOR
1977-09-16,0.8,BOR
1977-10-16,-1.6,BOR
1977-11-16,0.3,BOR
1977-12-16,-0.9,BOR
1978-01-16,-1.5,BOR
1978-02-15,-0.5,BOR
1978-03-16,-0.6,BOR
1978-04-16,1.3,BOR
1978-05-16,1.2,BOR
1978-06-16,0.3,BOR
1978-07-16,-1,BOR
1978-08-16,1.3,BOR
1978-09-16,0.4,BOR
1978-10-16,0.2,BOR
1978-11-16,-0.7,BOR
1978-12-16,-0.5,BOR
1979-01-16,2.1,BOR
1979-02-15,-0.7,BOR
1979-03-16,1.1,BOR
1979-04-16,0.4,BOR
1979-05-16,-1.5,BOR
1979-06-16,0,BOR
1979-07-16,-0.3,BOR
1979-08-16,1,BOR
1979-09-16,-0.5,BOR
1979-10-16,-0.1,BOR
1979-11-16,1.1,BOR
1979-12-16,-0.1,BOR
1980-01-16,-1.4,BOR
1980-02-15,-0.7,BOR
1980-03-16,0,BOR
1980-04-16,0.9,BOR
1980-05-16,-0.8,BOR
1980-06-16,0.6,BOR
1980-07-16,1.4,BOR
1980-08-16,0,BOR
1980-09-16,0,BOR
1980-10-16,2.1,BOR
1980-11-16,0.8,BOR
1980-12-16,-0.6,BOR
1981-01-16,-0.8,BOR
1981-02-15,-1.2,BOR
1981-03-16,0.2,BOR
1981-04-16,-1.4,BOR
1981-05-16,-0.1,BOR
1981-06-16,0.6,BOR
1981-07-16,-0.2,BOR
1981-08-16,-0.3,BOR
1981-09-16,0.3,BOR
1981-10-16,0.5,BOR
1981-11-16,0.7,BOR
1981-12-16,1.7,BOR
1982-01-16,-0.2,BOR
1982-02-15,-1.6,BOR
1982-03-16,-1.8,BOR
1982-04-16,-0.6,BOR
1982-05-16,-1.5,BOR
1982-06-16,-0.6,BOR
1982-07-16,-0.2,BOR
1982-08-16,-1,BOR
1982-09-16,-0.8,BOR
1982-10-16,-1.3,BOR
1982-11-16,-1,BOR
1982-12-16,2.4,BOR
1983-01-16,0.2,BOR
1983-02-15,0.8,BOR
1983-03-16,1.5,BOR
1983-04-16,-0.8,BOR
1983-05-16,0,BOR
1983-06-16,-0.1,BOR
1983-07-16,-0.4,BOR
1983-08-16,-0.9,BOR
1983-09-16,-0.1,BOR
1983-10-16,-0.6,BOR
1983-11-16,-1.9,BOR
1983-12-16,-1.6,BOR
1984-01-16,-0.6,BOR
1984-02-15,-1.1,BOR
1984-03-16,-0.5,BOR
1984-04-16,-1,BOR
1984-05-16,1.2,BOR
1984-06-16,-0.4,BOR
1984-07-16,-0.6,BOR
1984-08-16,-1.1,BOR
1984-09-16,1.6,BOR
1984-10-16,-0.2,BOR
1984-11-16,-1.1,BOR
1984-12-16,-1.3,BOR
1985-01-16,-0.7,BOR
1985-02-15,0.6,BOR
1985-03-16,0.5,BOR
1985-04-16,0.3,BOR
1985-05-16,0.1,BOR
1985-06-16,1.4,BOR
1985-07-16,0,BOR
1985-08-16,2.2,BOR
1985-09-16,-1.5,BOR
1985-10-16,-0.2,BOR
1985-11-16,0.7,BOR
1985-12-16,0.5,BOR
1986-01-16,0.6,BOR
1986-02-15,-0.5,BOR
1986-03-16,-1.1,BOR
1986-04-16,-1.3,BOR
1986-05-16,0.5,BOR
1986-06-16,0,BOR
1986-07-16,-1.1,BOR
1986-08-16,0.9,BOR
1986-09-16,-1.4,BOR
1986-10-16,-1.1,BOR
1986-11-16,-2.2,BOR
1986-12-16,0.5,BOR
1987-01-16,1.3,BOR
1987-02-15,-1.4,BOR
1987-03-16,1,BOR
1987-04-16,-0.4,BOR
1987-05-16,1.8,BOR
1987-06-16,-0.6,BOR
1987-07-16,-1.5,BOR
1987-08-16,-0.3,BOR
1987-09-16,0.7,BOR
1987-10-16,-0.5,BOR
1987-11-16,0.7,BOR
1987-12-16,1.2,BOR
1988-01-16,-0.7,BOR
1988-02-15,0.9,BOR
1988-03-16,0.8,BOR
1988-04-16,-1.2,BOR
1988-05-16,-1.1,BOR
1988-06-16,-0.4,BOR
1988-07-16,-0.4,BOR
1988-08-16,-0.5,BOR
1988-09-16,0,BOR
1988-10-16,-1.4,BOR
1988-11-16,-0.9,BOR
1988-12-16,0.6,BOR
1989-01-16,-2.2,BOR
1989-02-15,-1.4,BOR
1989-03-16,-0.3,BOR
1989-04-16,1.4,BOR
1989-05-16,0.5,BOR
1989-06-16,2.2,BOR
1989-07-16,-0.5,BOR
1989-08-16,0.3,BOR
1989-09-16,-0.6,BOR
1989-10-16,-0.8,BOR
1989-11-16,0.3,BOR
1989-12-16,-1.9,BOR
1990-01-16,-1.6,BOR
1990-02-15,-1,BOR
1990-03-16,-1.6,BOR
1990-04-16,1.8,BOR
1990-05-16,-0.5,BOR
1990-06-16,-0.6,BOR
1990-07-16,-0.8,BOR
1990-08-16,-0.9,BOR
1990-09-16,1.7,BOR
1990-10-16,-0.8,BOR
1990-11-16,1,BOR
1990-12-16,-1.4,BOR
1991-01-16,-2.3,BOR
1991-02-15,-0.9,BOR
1991-03-16,-1.1,BOR
1991-04-16,-0.1,BOR
1991-05-16,1.1,BOR
1991-06-16,-0.2,BOR
1991-07-16,-0.5,BOR
1991-08-16,0.5,BOR
1991-09-16,-0.1,BOR
1991-10-16,0.5,BOR
1991-11-16,0.9,BOR
1991-12-16,-0.2,BOR
1992-01-16,-0.4,BOR
1992-02-15,0,BOR
1992-03-16,-0.3,BOR
1992-04-16,0.2,BOR
1992-05-16,-1.5,BOR
1992-06-16,-1,BOR
1992-07-16,-1.4,BOR
1992-08-16,-2.2,BOR
1992-09-16,1.2,BOR
1992-10-16,1.7,BOR
1992-11-16,-1,BOR
1992-12-16,0.5,BOR
1993-01-16,-0.5,BOR
1993-02-15,-0.6,BOR
1993-03-16,0.7,BOR
1993-04-16,-1.3,BOR
1993-05-16,-1.1,BOR
1993-06-16,-0.2,BOR
1993-07-16,-0.4,BOR
1993-08-16,-0.8,BOR
1993-09-16,-0.4,BOR
1993-10-16,0,BOR
1993-11-16,-0.4,BOR
1993-12-16,-0.3,BOR
1994-01-16,0.6,BOR
1994-02-15,-1.3,BOR
1994-03-16,1.1,BOR
1994-04-16,2.4,BOR
1994-05-16,0.8,BOR
1994-06-16,-1.2,BOR
1994-07-16,-2.5,BOR
1994-08-16,-0.4,BOR
1994-09-16,0.7,BOR
1994-10-16,1.3,BOR
1994-11-16,-0.9,BOR
1994-12-16,-0.4,BOR
1995-01-16,-1.1,BOR
1995-02-15,-0.3,BOR
1995-03-16,1.1,BOR
1995-04-16,0.6,BOR
1995-05-16,0.1,BOR
1995-06-16,1,BOR
1995-07-16,-2,BOR
1995-08-16,0.5,BOR
1995-09-16,1,BOR
1995-10-16,-1.7,BOR
1995-11-16,0,BOR
1995-12-16,0.2,BOR
1996-01-16,0.1,BOR
1996-02-15,-0.7,BOR
1996-03-16,0.3,BOR
1996-04-16,-0.1,BOR
1996-05-16,1.7,BOR
1996-06-16,-0.9,BOR
1996-07-16,-0.2,BOR
1996-08-16,1.8,BOR
1996-09-16,2.2,BOR
1996-10-16,0,BOR
1996-11-16,-0.3,BOR
1996-12-16,-1,BOR
1997-01-16,-0.8,BOR
1997-02-15,-0.7,BOR
1997-03-16,-1.4,BOR
1997-04-16,-0.2,BOR
1997-05-16,0.2,BOR
1997-06-16,-0.5,BOR
1997-07-16,2.1,BOR
1997-08-16,-0.7,BOR
1997-09-16,-0.2,BOR
1997-10-16,0.3,BOR
1997-11-16,1.2,BOR
1997-12-16,0.4,BOR
1998-01-16,0.8,BOR
1998-02-15,-0.1,BOR
1998-03-16,-0.6,BOR
1998-04-16,1.6,BOR
1998-05-16,-0.6,BOR
1998-06-16,0.7,BOR
1998-07-16,0.2,BOR
1998-08-16,-1.2,BOR
1998-09-16,1,BOR
1998-10-16,1.4,BOR
1998-11-16,-0.4,BOR
1998-12-16,-1.6,BOR
1999-01-16,-0.9,BOR
1999-02-15,1.4,BOR
1999-03-16,-1,BOR
1999-04-16,0.9,BOR
1999-05-16,-1.7,BOR
1999-06-16,2.2,BOR
1999-07-16,0.6,BOR
1999-08-16,-0.9,BOR
1999-09-16,-1.5,BOR
1999-10-16,1,BOR
1999-11-16,0.6,BOR
1999-12-16,-0.7,BOR
2000-01-16,0.2,BOR
2000-02-15,0.6,BOR
2000-03-16,2.3,BOR
2000-04-16,-0.1,BOR
2000-05-16,-0.7,BOR
2000-06-16,-1.3,BOR
2000-07-16,2.2,BOR
2000-08-16,-1.8,BOR
2000-09-16,-0.6,BOR
2000-10-16,-1.7,BOR
2000-11-16,0.1,BOR
2000-12-16,0,BOR
2001-01-16,1.4,BOR
2001-02-15,-0.4,BOR
2001-03-16,1.4,BOR
2001-04-16,2,BOR
2001-05-16,-1.7,BOR
2001-06-16,0.9,BOR
2001-07-16,1.9,BOR
2001-08-16,-0.8,BOR
2001-09-16,1.5,BOR
2001-10-16,-1.1,BOR
2001-11-16,-0.3,BOR
2001-12-16,-1,BOR
2002-01-16,-1,BOR
2002-02-15,-0.1,BOR
2002-03-16,-1,BOR
2002-04-16,-1.1,BOR
2002-05-16,-0.2,BOR
2002-06-16,0,BOR
2002-07-16,0,BOR
2002-08-16,-0.3,BOR
2002-09-16,0.3,BOR
2002-10-16,1.7,BOR
2002-11-16,-1.3,BOR
2002-12-16,-0.9,BOR
2003-01-16,-0.1,BOR
2003-02-15,-1.1,BOR
2003-03-16,-1,BOR
2003-04-16,-0.7,BOR
2003-05-16,0.4,BOR
2003-06-16,-2.2,BOR
2003-07-16,0.2,BOR
2003-08-16,-2.5,BOR
2003-09-16,-0.7,BOR
2003-10-16,0.5,BOR
2003-11-16,-1.4,BOR
2003-12-16,-0.7,BOR
2004-01-16,0,BOR
2004-02-15,1.9,BOR
2004-03-16,1.1,BOR
2004-04-16,-0.7,BOR
2004-05-16,0,BOR
2004-06-16,0.1,BOR
2004-07-16,1.3,BOR
2004-08-16,-0.8,BOR
2004-09-16,-1.4,BOR
2004-10-16,0.3,BOR
2004-11-16,1,BOR
2004-12-16,-1.7,BOR
2005-01-16,1.5,BOR
2005-02-15,1.1,BOR
2005-03-16,-0.7,BOR
2005-04-16,-0.5,BOR
2005-05-16,0.1,BOR
2005-06-16,-0.7,BOR
2005-07-16,0.1,BOR
2005-08-16,1.4,BOR
2005-09-16,-0.2,BOR
2005-10-16,-1.6,BOR
2005-11-16,-1,BOR
2005-12-16,2.3,BOR
2006-01-16,0,BOR
2006-02-15,0.3,BOR
2006-03-16,1.8,BOR
2006-04-16,-0.2,BOR
2006-05-16,0.3,BOR
2006-06-16,1,BOR
2006-07-16,-2.6,BOR
2006-08-16,0.8,BOR
2006-09-16,-2,BOR
2006-10-16,-1.2,BOR
2006-11-16,0.5,BOR
2006-12-16,-1.5,BOR
2007-01-16,1.8,BOR
2007-02-15,0.3,BOR
2007-03-16,0.7,BOR
2007-04-16,-2.1,BOR
2007-05-16,-1.3,BOR
2007-06-16,-0.6,BOR
2007-07-16,-0.8,BOR
2007-08-16,-0.1,BOR
2007-09-16,2.1,BOR
2007-10-16,0.9,BOR
2007-11-16,0.3,BOR
2007-12-16,-1,BOR
2008-01-16,-0.3,BOR
2008-02-15,-1.8,BOR
2008-03-16,0.9,BOR
2008-04-16,-0.1,BOR
2008-05-16,-0.5,BOR
2008-06-16,-1.9,BOR
2008-07-16,1.2,BOR
2008-08-16,-0.8,BOR
2008-09-16,0.8,BOR
2008-10-16,0.6,BOR
2008-11-16,-1.6,BOR
2008-12-16,1,BOR
2009-01-16,0.4,BOR
2009-02-15,1.1,BOR
2009-03-16,2.3,BOR
2009-04-16,-2.4,BOR
2009-05-16,-0.2,BOR
2009-06-16,2.1,BOR
2009-07-16,-0.7,BOR
2009-08-16,-0.2,BOR
2009-09-16,-1.5,BOR
2009-10-16,1.5,BOR
2009-11-16,1.4,BOR
2009-12-16,0.5,BOR
2010-01-16,1.1,BOR
2010-02-15,0.9,BOR
2010-03-16,-1.1,BOR
2010-04-16,0.5,BOR
2010-05-16,2.6,BOR
2010-06-16,1.3,BOR
2010-07-16,1.1,BOR
2010-08-16,1.4,BOR
2010-09-16,2,BOR
2010-10-16,-1.4,BOR
2010-11-16,1.1,BOR
2010-12-16,0.9,BOR
2011-01-16,-0.3,BOR
2011-02-15,-1.6,BOR
2011-03-16,-1.4,BOR
2011-04-16,-0.7,BOR
2011-05-16,-0.6,BOR
2011-06-16,-0.2,BOR
2011-07-16,2.1,BOR
2011-08-16,-1.2,BOR
2011-09-16,-2.1,BOR
2011-10-16,-0.1,BOR
2011-11-16,-2.9,BOR
2011-12-16,-1,BOR
2012-01-16,1.2,BOR
2012-02-15,-0.7,BOR
2012-03-16,-1.7,BOR
2012-04-16,-0.6,BOR
2012-05-16,-1.2,BOR
2012-06-16,0,BOR
2012-07-16,-0.6,BOR
2012-08-16,-1.7,BOR
2012-09-16,-0.6,BOR
2012-10-16,1.5,BOR
2012-11-16,-0.9,BOR
2012-12-16,-1,BOR
2013-01-16,1.8,BOR
2013-02-15,1.3,BOR
2013-03-16,1.6,BOR
2013-04-16,-1.2,BOR
2013-05-16,1,BOR
2013-06-16,1.7,BOR
2013-07-16,-2,BOR
2013-08-16,-2,BOR
2013-09-16,1,BOR
2013-10-16,-1.1,BOR
2013-11-16,1.8,BOR
2013-12-16,-1.8,BOR
2014-01-16,0.7,BOR
2014-02-15,0,BOR
2014-03-16,-1.7,BOR
2014-04-16,-0.2,BOR
2014-05-16,1.4,BOR
2014-06-16,-1.3,BOR
2014-07-16,1.5,BOR
2014-08-16,1.8,BOR
2014-09-16,0.6,BOR
2014-10-16,0.4,BOR
2014-11-16,-1.3,BOR
2014-12-16,-0.6,BOR
2015-01-16,1.9,BOR
2015-02-15,-1.6,BOR
2015-03-16,-0.4,BOR
2015-04-16,-1.7,BOR
2015-05-16,1,BOR
2015-06-16,-1.7,BOR
2015-07-16,-1.1,BOR
2015-08-16,-2.3,BOR
2015-09-16,0.6,BOR
2015-10-16,0.7,BOR
2015-11-16,-0.4,BOR
2015-12-16,-1.7,BOR
2016-01-16,0,BOR
2016-02-15,2.5,BOR
2016-03-16,-0.4,BOR
2016-04-16,0.3,BOR
2016-05-16,-1,BOR
2016-06-16,-0.8,BOR
2016-07-16,0.7,BOR
2016-08-16,0.2,BOR
2016-09-16,-1.5,BOR
2016-10-16,1.8,BOR
2016-11-16,-0.3,BOR
2016-12-16,-1.5,BOR
2017-01-16,-1.8,BOR
2017-02-15,-0.3,BOR
2017-03-16,-0.5,BOR
2017-04-16,1.5,BOR
2017-05-16,-1,BOR
2017-06-16,-1.4,BOR
2017-07-16,0,BOR
2017-08-16,-0.5,BOR
2017-09-16,1.9,BOR
2017-10-16,0.8,BOR
2017-11-16,0.6,BOR
2017-12-16,-0.4,BOR
2018-01-16,-0.1,BOR
2018-02-15,0.1,BOR
2018-03-16,0.5,BOR
2018-04-16,-2,BOR
2018-05-16,-0.8,BOR
2018-06-16,0.2,BOR
2018-07-16,-0.2,BOR
2018-08-16,-1.4,BOR
2018-09-16,-0.5,BOR
2018-10-16,-0.7,BOR
2018-11-16,-1.6,BOR
2018-12-16,0.5,BOR
2019-01-16,0.4,BOR
2019-02-15,-1.8,BOR
2019-03-16,-0.6,BOR
2019-04-16,-1.6,BOR
2019-05-16,1.8,BOR
2019-06-16,-2,BOR
2019-07-16,-1.1,BOR
2019-08-16,-0.2,BOR
2019-09-16,0.4,BOR
2019-10-16,-0.8,BOR
2019-11-16,1.6,BOR
2019-12-16,0.6,BOR
2020-01-16,-2.1,BOR
2020-02-15,1.4,BOR
2020-03-16,-1.3,BOR
2020-04-16,-2.5,BOR
2020-05-16,0.2,BOR
2020-06-16,1.6,BOR
2020-07-16,0.3,BOR
2020-08-16,0.1,BOR
2020-09-16,1.3,BOR
2020-10-16,2.1,BOR
2020-11-16,-1.6,BOR
2020-12-16,-0.2,BOR
2021-01-16,1.1,BOR
2021-02-15,0.8,BOR
2021-03-16,-1.4,BOR
2021-04-16,0.4,BOR
2021-05-16,0.6,BOR
2021-06-16,-2,BOR
2021-07-16,0.5,BOR
2021-08-16,2.5,BOR
2021-09-16,-0.7,BOR
2021-10-16,-2,BOR
2021-11-16,-0.4,BOR
2021-12-16,-0.4,BOR
2022-01-16,-0.5,BOR
2022-02-15,-0.7,BOR
2022-03-16,-2.1,BOR
2022-04-16,-0.1,BOR
2022-05-16,-2,BOR
2022-06-16,-1.9,BOR
2022-07-16,-0.6,BOR
2022-08-16,-0.3,BOR
2022-09-16,1.1,BOR
2022-10-16,-1.1,BOR
2022-11-16,-0.8,BOR
2022-12-16,1.1,BOR
2023-01-16,1.9,BOR
2023-02-15,-0.2,BOR
2023-03-16,-0.9,BOR
2023-04-16,0.4,BOR
2023-05-16,-0.6,BOR
2023-06-16,-0.6,BOR
2023-07-16,-0.4,BOR
2023-08-16,0.4,BOR
2023-09-16,-1.7,BOR
2023-10-16,0.8,BOR
2023-11-16,1.3,BOR
2023-12-16,1.9,BOR
1901-01-16,-1.2,DALJ
1901-02-15,-0.7,DALJ
1901-03-16,1,DALJ
1901-04-16,1.2,DALJ
1901-05-16,-1.5,DALJ
1901-06-16,0.9,DALJ
1901-07-16,-0.9,DALJ
1901-08-16,-0.2,DALJ
1901-09-16,-0.6,DALJ
1901-10-16,-0.4,DALJ
1901-11-16,1,DALJ
1901-12-16,1,DALJ
1902-01-16,-0.3,DALJ
1902-02-15,-0.3,DALJ
1902-03-16,0.6,DALJ
1902-04-16,0.2,DALJ
1902-05-16,0.4,DALJ
1902-06-16,1.2,DALJ
1902-07-16,0.4,DALJ
1902-08-16,0.6,DALJ
1902-09-16,-0.7,DALJ
1902-10-16,1.5,DALJ
1902-11-16,-1.6,DALJ
1902-12-16,0.5,DALJ
1903-01-16,-0.4,DALJ
1903-02-15,-0.2,DALJ
1903-03-16,-1.6,DALJ
1903-04-16,1.4,DALJ
1903-05-16,-0.6,DALJ
1903-06-16,0.4,DALJ
1903-07-16,0.4,DALJ
1903-08-16,0.5,DALJ
1903-09-16,-1.7,DALJ
1903-10-16,0.8,DALJ
1903-11-16,0.6,DALJ
1903-12-16,0,DALJ
1904-01-16,-1.3,DALJ
1904-02-15,-0.4,DALJ
1904-03-16,-0.9,DALJ
1904-04-16,0,DALJ
1904-05-16,-0.2,DALJ
1904-06-16,-0.8,DALJ
1904-07-16,-1.5,DALJ
1904-08-16,0.1,DALJ
1904-09-16,0.2,DALJ
1904-10-16,0.3,DALJ
1904-11-16,1.2,DALJ
1904-12-16,0.8,DALJ
1905-01-16,0.5,DALJ
1905-02-15,-0.8,DALJ
1905-03-16,-0.6,DALJ
1905-04-16,1.1,DALJ
1905-05-16,0.2,DALJ
1905-06-16,-0.5,DALJ
1905-07-16,0.5,DALJ
1905-08-16,0.6,DALJ
1905-09-16,0.2,DALJ
1905-10-16,0.6,DALJ
1905-11-16,0.3,DALJ
1905-12-16,-0.8,DALJ
1906-01-16,-0.9,DALJ
1906-02-15,-0.6,DALJ
1906-03-16,1.8,DALJ
1906-04-16,-1.1,DALJ
1906-05-16,-0.1,DALJ
1906-06-16,0.8,DALJ
1906-07-16,0.1,DALJ
1906-08-16,-0.3,DALJ
1906-09-16,1.5,DALJ
1906-10-16,-0.7,DALJ
1906-11-16,-0.5,DALJ
1906-12-16,1.2,DALJ
1907-01-16,0.8,DALJ
1907-02-15,-0.1,DALJ
1907-03-16,1.4,DALJ
1907-04-16,0.6,DALJ
1907-05-16,-1.1,DALJ
1907-06-16,0.3,DALJ
1907-07-16,1.4,DALJ
1907-08-16,0.3,DALJ
1907-09-16,-0.4,DALJ
1907-10-16,-1.8,DALJ
1907-11-16,0.7,DALJ
1907-12-16,2,DALJ
1908-01-16,-1,DALJ
1908-02-15,0.7,DALJ
1908-03-16,1.1,DALJ
1908-04-16,0.8,DALJ
1908-05-16,0.5,DALJ
1908-06-16,-0.3,DALJ
1908-07-16,1.4,DALJ
1908-08-16,1.3,DALJ
1908-09-16,-0.1,DALJ
1908-10-16,-0.6,DALJ
1908-11-16,-0.5,DALJ
1908-12-16,-0.9,DALJ
1909-01-16,-0.4,DALJ
1909-02-15,1.6,DALJ
1909-03-16,0.8,DALJ
1909-04-16,0.8,DALJ
1909-05-16,1.4,DALJ
1909-06-16,0.8,DALJ
1909-07-16,1.4,DALJ
1909-08-16,-0.9,DALJ
1909-09-16,0.1,DALJ
1909-10-16,-0.8,DALJ
1909-11-16,0.9,DALJ
1909-12-16,0.2,DALJ
1910-01-16,-0.5,DALJ
1910-02-15,-1.7,DALJ
1910-03-16,-0.8,DALJ
1910-04-16,-0.4,DALJ
1910-05-16,0.2,DALJ
1910-06-16,-0.7,DALJ
1910-07-16,1.2,DALJ
1910-08-16,0.4,DALJ
1910-09-16,1.9,DALJ
1910-10-16,-0.4,DALJ
1910-11-16,1.6,DALJ
1910-12-16,-0.2,DALJ
1911-01-16,0.6,DALJ
1911-02-15,2,DALJ
1911-03-16,-0.2,DALJ
1911-04-16,-0.3,DALJ
1911-05-16,0,DALJ
1911-06-16,-0.7,DALJ
1911-07-16,-1.6,DALJ
1911-08-16,-1.2,DALJ
1911-09-16,-0.1,DALJ
1911-10-16,-0.8,DALJ
1911-11-16,-0.4,DALJ
1911-12-16,0.3,DALJ
1912-01-16,0.9,DALJ
1912-02-15,0.4,DALJ
1912-03-16,-0.3,DALJ
1912-04-16,1.5,DALJ
1912-05-16,0.9,DALJ
1912-06-16,0.6,DALJ
1912-07-16,-0.8,DALJ
1912-08-16,1.2,DALJ
1912-09-16,1.6,DALJ
1912-10-16,1.2,DALJ
1912-11-16,0.3,DALJ
1912-12-16,-0.4,DALJ
1913-01-16,-1.3,DALJ
1913-02-15,-1.6,DALJ
1913-03-16,-1,DALJ
1913-04-16,-0.1,DALJ
1913-05-16,0.1,DALJ
1913-06-16,0.2,DALJ
1913-07-16,0.7,DALJ
1913-08-16,1.1,DALJ
1913-09-16,0.3,DALJ
1913-10-16,-0.9,DALJ
1913-11-16,-0.2,DALJ
1913-12-16,0.5,DALJ
1914-01-16,-0.5,DALJ
1914-02-15,-2.1,DALJ
1914-03-16,0.6,DALJ
1914-04-16,-0.6,DALJ
1914-05-16,-0.1,DALJ
1914-06-16,-0.8,DALJ
1914-07-16,-0.2,DALJ
1914-08-16,-1.1,DALJ
1914-09-16,1.1,DALJ
1914-10-16,0.7,DALJ
1914-11-16,-0.8,DALJ
1914-12-16,0.1,DALJ
1915-01-16,0.6,DALJ
1915-02-15,-1.1,DALJ
1915-03-16,1.4,DALJ
1915-04-16,0.6,DALJ
1915-05-16,-1,DALJ
1915-06-16,-1.3,DALJ
1915-07-16,0.2,DALJ
1915-08-16,1.6,DALJ
1915-09-16,1.1,DALJ
1915-10-16,1.2,DALJ
1915-11-16,0.7,DALJ
1915-12-16,-0.1,DALJ
1916-01-16,1.7,DALJ
1916-02-15,0.1,DALJ
1916-03-16,-0.1,DALJ
1916-04-16,0.1,DALJ
1916-05-16,-0.5,DALJ
1916-06-16,0.9,DALJ
1916-07-16,0.1,DALJ
1916-08-16,0.4,DALJ
1916-09-16,0.1,DALJ
1916-10-16,0.2,DALJ
1916-11-16,-1.2,DALJ
1916-12-16,-0.2,DALJ
1917-01-16,1.4,DALJ
1917-02-15,0.2,DALJ
1917-03-16,1.5,DALJ
1917-04-16,2,DALJ
1917-05-16,-1.3,DALJ
1917-06-16,-2,DALJ
1917-07-16,-0.5,DALJ
1917-08-16,-0.7,DALJ
1917-09-16,-1.2,DALJ
1917-10-16,0.4,DALJ
1917-11-16,0.6,DALJ
1917-12-16,0.3,DALJ
1918-01-16,-2.1,DALJ
1918-02-15,-0.5,DALJ
1918-03-16,-1.4,DALJ
1918-04-16,-1.8,DALJ
1918-05-16,-1.4,DALJ
1918-06-16,0.3,DALJ
1918-07-16,0.6,DALJ
1918-08-16,1,DALJ
1918-09-16,-0.6,DALJ
1918-10-16,0.6,DALJ
1918-11-16,-0.8,DALJ
1918-12-16,1.5,DALJ
1919-01-16,-0.6,DALJ
1919-02-15,-1.3,DALJ
1919-03-16,1.1,DALJ
